Datetime,AAPL
2021-05-12 14:06:00-04:00,122.62000274658205
2021-05-12 14:07:00-04:00,122.59829711914062
2021-05-12 14:08:00-04:00,122.5199966430664
2021-05-12 14:09:00-04:00,122.47039794921876
2021-05-12 14:10:00-04:00,122.45999908447266
2021-05-12 14:11:00-04:00,122.42990112304688
2021-05-12 14:12:00-04:00,122.47989654541016
2021-05-12 14:13:00-04:00,122.45500183105469
2021-05-12 14:14:00-04:00,122.42440032958984
2021-05-12 14:15:00-04:00,122.41000366210938
2021-05-12 14:16:00-04:00,122.375
2021-05-12 14:17:00-04:00,122.3718032836914
2021-05-12 14:18:00-04:00,122.2699966430664
2021-05-12 14:19:00-04:00,122.39109802246094
2021-05-12 14:20:00-04:00,122.33999633789062
2021-05-12 14:21:00-04:00,122.29989624023438
2021-05-12 14:22:00-04:00,122.4000015258789
2021-05-12 14:23:00-04:00,122.3550033569336
2021-05-12 14:24:00-04:00,122.36000061035156
2021-05-12 14:25:00-04:00,122.44499969482422
2021-05-12 14:26:00-04:00,122.53199768066406
2021-05-12 14:27:00-04:00,122.44499969482422
2021-05-12 14:28:00-04:00,122.4489974975586
2021-05-12 14:29:00-04:00,122.51000213623048
2021-05-12 14:30:08-04:00,122.52999877929688
